id,province,city_regency,district,sub_district,postal_code
364,Jawa Barat,Sukabumi - Kota,Cikole,Subangjaya,43116
365,Jawa Barat,Bandung - Kota,Bandung Kulon,Gempol Sari,40215
366,Jawa Barat,Bandung - Kota,Bandung Kulon,Cigondewah Kaler,40214
367,Jawa Barat,Bandung - Kota,Bandung Kulon,Cigondewah Kidul,40214
368,Jawa Barat,Bandung - Kota,Bandung Kulon,Cigondewah Rahayu,40215
369,Jawa Barat,Bandung - Kota,Bandung Kulon,Caringin,40212
370,Jawa Barat,Bandung - Kota,Bandung Kulon,Warung Muncang,40211
371,Jawa Barat,Bandung - Kota,Bandung Kulon,Cibuntu,40212
372,Jawa Barat,Bandung - Kota,Bandung Kulon,Cijerah,40213
373,Jawa Barat,Bandung - Kota,Babakan Ciparay,Margasuka,40225
374,Jawa Barat,Bandung - Kota,Babakan Ciparay,Cirangrang,40227
375,Jawa Barat,Bandung - Kota,Babakan Ciparay,Margahayu Utara,40224
376,Jawa Barat,Bandung - Kota,Babakan Ciparay,Babakan Ciparay,40223
377,Jawa Barat,Bandung - Kota,Babakan Ciparay,Babakan,40222
378,Jawa Barat,Bandung - Kota,Babakan Ciparay,Sukahaji,40221
379,Jawa Barat,Bandung - Kota,Bojongloa Kaler,Kopo,40233
380,Jawa Barat,Bandung - Kota,Bojongloa Kaler,Suka Asih,40231
381,Jawa Barat,Bandung - Kota,Bojongloa Kaler,Babakan Asih,40232
382,Jawa Barat,Bandung - Kota,Bojongloa Kaler,Babakan Tarogong,40232
383,Jawa Barat,Bandung - Kota,Bojongloa Kaler,Jamika,40231
384,Jawa Barat,Bandung - Kota,Bojongloa Kidul,Cibaduyut Kidul,40239
385,Jawa Barat,Bandung - Kota,Bojongloa Kidul,Cibaduyut Wetan,40238
386,Jawa Barat,Bandung - Kota,Bojongloa Kidul,Mekarwangi,40237
387,Jawa Barat,Bandung - Kota,Bojongloa Kidul,Cibaduyut,40236
388,Jawa Barat,Bandung - Kota,Bojongloa Kidul,Kebon Lega,40235
389,Jawa Barat,Bandung - Kota,Bojongloa Kidul,Situsaeur,40234
390,Jawa Barat,Bandung - Kota,Astana Anyar,Karasak,40243
391,Jawa Barat,Bandung - Kota,Astana Anyar,Pelindung Hewan,40243
392,Jawa Barat,Bandung - Kota,Astana Anyar,Nyengseret,40242
393,Jawa Barat,Bandung - Kota,Astana Anyar,Panjunan,40242
394,Jawa Barat,Bandung - Kota,Astana Anyar,Cibadak,40241
395,Jawa Barat,Bandung - Kota,Astana Anyar,Karang Anyar,40241
396,Jawa Barat,Bandung - Kota,Regol,Ciseureuh,40255
397,Jawa Barat,Bandung - Kota,Regol,Pasirluyu,40254
398,Jawa Barat,Bandung - Kota,Regol,Ancol,40254
399,Jawa Barat,Bandung - Kota,Regol,Cigereleng,40253
400,Jawa Barat,Bandung - Kota,Regol,Ciateul,40252
401,Jawa Barat,Bandung - Kota,Regol,Pungkur,40252
402,Jawa Barat,Bandung - Kota,Regol,Balong Gede,40251
403,Jawa Barat,Bandung - Kota,Lengkong,Cijagra,40265
404,Jawa Barat,Bandung - Kota,Lengkong,Turangga,40264
405,Jawa Barat,Bandung - Kota,Lengkong,Lingkar Selatan,40263
406,Jawa Barat,Bandung - Kota,Lengkong,Malabar,40262
407,Jawa Barat,Bandung - Kota,Lengkong,Burangrang,40262
408,Jawa Barat,Bandung - Kota,Lengkong,Cikawao,40261
409,Jawa Barat,Bandung - Kota,Lengkong,Paledang,40261
410,Jawa Barat,Bandung - Kota,Bandung Kidul,Wates,40256
411,Jawa Barat,Bandung - Kota,Bandung Kidul,Mengger,40267
412,Jawa Barat,Bandung - Kota,Bandung Kidul,Batununggal,40266
413,Jawa Barat,Bandung - Kota,Bandung Kidul,Kujangsari,40287
414,Jawa Barat,Bandung - Kota,Buahbatu,Cijaura,40287
415,Jawa Barat,Bandung - Kota,Buahbatu,Margasari,40286
416,Jawa Barat,Bandung - Kota,Buahbatu,Sekejati,40286
417,Jawa Barat,Bandung - Kota,Buahbatu,Jatisari,40286
418,Jawa Barat,Bandung - Kota,Rancasari,Derwati,40292
419,Jawa Barat,Bandung - Kota,Rancasari,Cipamokolan,40292
420,Jawa Barat,Bandung - Kota,Rancasari,Manjahlega,40295
421,Jawa Barat,Bandung - Kota,Rancasari,Mekarjaya,40292
422,Jawa Barat,Bandung - Kota,Gedebage,Rancabalong,40294
423,Jawa Barat,Bandung - Kota,Gedebage,Rancanumpang,40294
424,Jawa Barat,Bandung - Kota,Gedebage,Cisaranten Kidul,40294
425,Jawa Barat,Bandung - Kota,Gedebage,Cimincrang,40294
426,Jawa Barat,Bandung - Kota,Cibiru,Pasir Biru,40615
427,Jawa Barat,Bandung - Kota,Cibiru,Cipadung,40614
428,Jawa Barat,Bandung - Kota,Cibiru,Palasari,40615
429,Jawa Barat,Bandung - Kota,Cibiru,Cisurupan,40614
430,Jawa Barat,Bandung - Kota,Panyileukan,Mekar Mulya,40614
431,Jawa Barat,Bandung - Kota,Panyileukan,Cipadung Kidul,40614
432,Jawa Barat,Bandung - Kota,Panyileukan,Cipadung Wetan,40614
433,Jawa Barat,Bandung - Kota,Panyileukan,Cipadung Kulon,40614
434,Jawa Barat,Bandung - Kota,Ujung Berung,Pasanggrahan,40617
435,Jawa Barat,Bandung - Kota,Ujung Berung,Pasirjati,40616
436,Jawa Barat,Bandung - Kota,Ujung Berung,Pasirwangi,40618
437,Jawa Barat,Bandung - Kota,Ujung Berung,Cigending,40611
438,Jawa Barat,Bandung - Kota,Ujung Berung,Pasir Endah,40619
439,Jawa Barat,Bandung - Kota,Cinambo,Cisaranten Wetan,40294
440,Jawa Barat,Bandung - Kota,Cinambo,Babakan Penghulu,40294
441,Jawa Barat,Bandung - Kota,Cinambo,Pakemitan,40294
442,Jawa Barat,Bandung - Kota,Cinambo,Sukamulya,40294
443,Jawa Barat,Bandung - Kota,Arcamanik,Cisaranten Kulon,40293
444,Jawa Barat,Bandung - Kota,Arcamanik,Cisarenten Bina Harapan,40294
445,Jawa Barat,Bandung - Kota,Arcamanik,Sukamiskin,40293
446,Jawa Barat,Bandung - Kota,Arcamanik,Cisaranten Endah,40293
447,Jawa Barat,Bandung - Kota,Antapani,Antapani Kidul,40291
448,Jawa Barat,Bandung - Kota,Antapani,Antapani Tengah,40291
449,Jawa Barat,Bandung - Kota,Antapani,Antapani Wetan,40291
450,Jawa Barat,Bandung - Kota,Antapani,Antapani Kulon,40291
451,Jawa Barat,Bandung - Kota,Mandalajati,Jatihandap,40195
452,Jawa Barat,Bandung - Kota,Mandalajati,Karang Pamulang,40195
453,Jawa Barat,Bandung - Kota,Mandalajati,Sindang Jaya,40195
454,Jawa Barat,Bandung - Kota,Mandalajati,Pasir Impun,40195
455,Jawa Barat,Bandung - Kota,Kiaracondong,Kebon Kangkung,40284
456,Jawa Barat,Bandung - Kota,Kiaracondong,Sukapura,40285
457,Jawa Barat,Bandung - Kota,Kiaracondong,Kebun Jayanti,40281
458,Jawa Barat,Bandung - Kota,Kiaracondong,Babakan Sari,40283
459,Jawa Barat,Bandung - Kota,Kiaracondong,Babakan Surabaya,40281
460,Jawa Barat,Bandung - Kota,Kiaracondong,Cicaheum,40282
461,Jawa Barat,Bandung - Kota,Batununggal,Gumuruh,40275
462,Jawa Barat,Bandung - Kota,Batununggal,Binong,40275
463,Jawa Barat,Bandung - Kota,Batununggal,Kebon Gedang,40274
464,Jawa Barat,Bandung - Kota,Batununggal,Maleer,40274
465,Jawa Barat,Bandung - Kota,Batununggal,Cibangkong,40273
466,Jawa Barat,Bandung - Kota,Batununggal,Samoja,40273
467,Jawa Barat,Bandung - Kota,Batununggal,Kacapiring,40271
468,Jawa Barat,Bandung - Kota,Batununggal,Kebonwaru,40272
469,Jawa Barat,Bandung - Kota,Sumur Bandung,Braga,40111
470,Jawa Barat,Bandung - Kota,Sumur Bandung,Kebon Pisang,40112
471,Jawa Barat,Bandung - Kota,Sumur Bandung,Merdeka,40113
472,Jawa Barat,Bandung - Kota,Sumur Bandung,Babakan Ciamis,40117
473,Jawa Barat,Bandung - Kota,Andir,Campaka,40184
474,Jawa Barat,Bandung - Kota,Andir,Maleber,40184
475,Jawa Barat,Bandung - Kota,Andir,Garuda,40184
476,Jawa Barat,Bandung - Kota,Andir,Dungus Cariang,40183
477,Jawa Barat,Bandung - Kota,Andir,Ciroyom,40182
478,Jawa Barat,Bandung - Kota,Andir,Kebon Jeruk,40181
479,Jawa Barat,Bandung - Kota,Cicendo,Arjuna,40172
480,Jawa Barat,Bandung - Kota,Cicendo,Pasirkaliki,40171
481,Jawa Barat,Bandung - Kota,Cicendo,Pamoyanan,40173
482,Jawa Barat,Bandung - Kota,Cicendo,Pajajaran,40173
483,Jawa Barat,Bandung - Kota,Cicendo,Husen Sastranegara,40174
484,Jawa Barat,Bandung - Kota,Cicendo,Sukaraja,40175
485,Jawa Barat,Bandung - Kota,Bandung Wetan,Tamansari,40116
486,Jawa Barat,Bandung - Kota,Bandung Wetan,Citarum,40115
487,Jawa Barat,Bandung - Kota,Bandung Wetan,Cihapit,40114
488,Jawa Barat,Bandung - Kota,Cibeunying Kidul,Sukamaju,40121
489,Jawa Barat,Bandung - Kota,Cibeunying Kidul,Cicadas,40121
490,Jawa Barat,Bandung - Kota,Cibeunying Kidul,Cikutra,40124
491,Jawa Barat,Bandung - Kota,Cibeunying Kidul,Padasuka,40125
492,Jawa Barat,Bandung - Kota,Cibeunying Kidul,Pasirlayung,40192
493,Jawa Barat,Bandung - Kota,Cibeunying Kidul,Sukapada,40125
494,Jawa Barat,Bandung - Kota,Cibeunying Kaler,Cihaurgeulis,40122
495,Jawa Barat,Bandung - Kota,Cibeunying Kaler,Sukaluyu,40123
496,Jawa Barat,Bandung - Kota,Cibeunying Kaler,Neglasari,40124
497,Jawa Barat,Bandung - Kota,Cibeunying Kaler,Cigadung,40191
498,Jawa Barat,Bandung - Kota,Coblong,Cipaganti,40131
499,Jawa Barat,Bandung - Kota,Coblong,Lebak Siliwangi,40132
500,Jawa Barat,Bandung - Kota,Coblong,Lebak Gede,40132
501,Jawa Barat,Bandung - Kota,Coblong,Sadang Serang,40133
502,Jawa Barat,Bandung - Kota,Coblong,Sekeloa,40134
503,Jawa Barat,Bandung - Kota,Coblong,Dago,40135
504,Jawa Barat,Bandung - Kota,Sukajadi,Sukawarna,40164
505,Jawa Barat,Bandung - Kota,Sukajadi,Sukagalih,40163
506,Jawa Barat,Bandung - Kota,Sukajadi,Sukabungah,40162
507,Jawa Barat,Bandung - Kota,Sukajadi,Cipedes,40162
508,Jawa Barat,Bandung - Kota,Sukajadi,Pasteur,40161
509,Jawa Barat,Bandung - Kota,Sukasari,Sarijadi,40151
510,Jawa Barat,Bandung - Kota,Sukasari,Sukarasa,40152
511,Jawa Barat,Bandung - Kota,Sukasari,Gegerkalong,40153
512,Jawa Barat,Bandung - Kota,Sukasari,Isola,40154
513,Jawa Barat,Bandung - Kota,Cidadap,Hegarmanah,40141
514,Jawa Barat,Bandung - Kota,Cidadap,Ciumbuleuit,40142
515,Jawa Barat,Bandung - Kota,Cidadap,Ledeng,40143
516,Jawa Barat,Cirebon - Kota,Harjamukti,Argasunya,45145
517,Jawa Barat,Cirebon - Kota,Harjamukti,Kalijaga,45144
518,Jawa Barat,Cirebon - Kota,Harjamukti,Harjamukti,45143
519,Jawa Barat,Cirebon - Kota,Harjamukti,Kecapi,45142
520,Jawa Barat,Cirebon - Kota,Harjamukti,Larangan,45141
521,Jawa Barat,Cirebon - Kota,Lemahwungkuk,Pegambiran,45113
522,Jawa Barat,Cirebon - Kota,Lemahwungkuk,Kesepuhan,45114
523,Jawa Barat,Cirebon - Kota,Lemahwungkuk,Lemahwungkuk,45111
524,Jawa Barat,Cirebon - Kota,Lemahwungkuk,Panjunan,45112
525,Jawa Barat,Cirebon - Kota,Pekalipan,Jagasatru,45115
526,Jawa Barat,Cirebon - Kota,Pekalipan,Pulasaren,45116
527,Jawa Barat,Cirebon - Kota,Pekalipan,Pekalipan,45117
528,Jawa Barat,Cirebon - Kota,Pekalipan,Pekalangan,45118
529,Jawa Barat,Cirebon - Kota,Kesambi,Karyamulya,45135
530,Jawa Barat,Cirebon - Kota,Kesambi,Sunyaragi,45132
531,Jawa Barat,Cirebon - Kota,Kesambi,Drajat,45133
532,Jawa Barat,Cirebon - Kota,Kesambi,Kesambi,45134
533,Jawa Barat,Cirebon - Kota,Kesambi,Pekiringan,45131
534,Jawa Barat,Cirebon - Kota,Kejaksan,Kejaksan,45123
535,Jawa Barat,Cirebon - Kota,Kejaksan,Kebonbaru,45121
536,Jawa Barat,Cirebon - Kota,Kejaksan,Sukapura,45122
537,Jawa Barat,Cirebon - Kota,Kejaksan,Kesenden,45121
538,Jawa Barat,Bekasi - Kota,Pondok Gede,Jatimakmur,17413
539,Jawa Barat,Bekasi - Kota,Pondok Gede,Jatiwaringin,17411
540,Jawa Barat,Bekasi - Kota,Pondok Gede,Jatibening,17412
541,Jawa Barat,Bekasi - Kota,Pondok Gede,Jaticempaka,17411
542,Jawa Barat,Bekasi - Kota,Pondok Gede,Jatibening Baru,17412
543,Jawa Barat,Bekasi - Kota,Jatisampurna,Jatikarya,17435
544,Jawa Barat,Bekasi - Kota,Jatisampurna,Jatisampurna,17433
545,Jawa Barat,Bekasi - Kota,Jatisampurna,Jatirangga,17434
546,Jawa Barat,Bekasi - Kota,Jatisampurna,Jatiranggon,17432
547,Jawa Barat,Bekasi - Kota,Jatisampurna,Jatiraden,17433
548,Jawa Barat,Bekasi - Kota,Pondok Melati,Jatimurni,17431
549,Jawa Barat,Bekasi - Kota,Pondok Melati,Jatimelati,17414
550,Jawa Barat,Bekasi - Kota,Pondok Melati,Jatiwarna,17415
551,Jawa Barat,Bekasi - Kota,Pondok Melati,Jatirahayu,17414
552,Jawa Barat,Bekasi - Kota,Jatiasih,Jatisari,17426
553,Jawa Barat,Bekasi - Kota,Jatiasih,Jatiluhur,17425
554,Jawa Barat,Bekasi - Kota,Jatiasih,Jatirasa,17424
555,Jawa Barat,Bekasi - Kota,Jatiasih,Jatiasih,17423
556,Jawa Barat,Bekasi - Kota,Jatiasih,Jatimekar,17422
557,Jawa Barat,Bekasi - Kota,Jatiasih,Jatikramat,17421
558,Jawa Barat,Bekasi - Kota,Bantar Gebang,Ciketing Udik,17153
559,Jawa Barat,Bekasi - Kota,Bantar Gebang,Sumur Batu,17154
560,Jawa Barat,Bekasi - Kota,Bantar Gebang,Cikiwul,17152
561,Jawa Barat,Bekasi - Kota,Bantar Gebang,Bantar Gebang,17151
562,Jawa Barat,Bekasi - Kota,Mustika Jaya,Padurenan,17156
563,Jawa Barat,Bekasi - Kota,Mustika Jaya,Cimuning,17155
564,Jawa Barat,Bekasi - Kota,Mustika Jaya,Mustika Jaya,17158
565,Jawa Barat,Bekasi - Kota,Mustika Jaya,Mustika Sari,17157
566,Jawa Barat,Bekasi - Kota,Bekasi Timur,Margahayu,17113
567,Jawa Barat,Bekasi - Kota,Bekasi Timur,Bekasi Jaya,17112
568,Jawa Barat,Bekasi - Kota,Bekasi Timur,Duren Jaya,17111
569,Jawa Barat,Bekasi - Kota,Bekasi Timur,Aren Jaya,17111
570,Jawa Barat,Bekasi - Kota,Rawalumbu,Bojong Menteng,17117
571,Jawa Barat,Bekasi - Kota,Rawalumbu,Bojong Rawalumbu,17116
572,Jawa Barat,Bekasi - Kota,Rawalumbu,Sepanjang Jaya,17114
573,Jawa Barat,Bekasi - Kota,Rawalumbu,Pengasinan,17115
574,Jawa Barat,Bekasi - Kota,Bekasi Selatan,Jaka Mulya,17146
575,Jawa Barat,Bekasi - Kota,Bekasi Selatan,Jaka Setia,17147
576,Jawa Barat,Bekasi - Kota,Bekasi Selatan,Pekayon Jaya,17148
577,Jawa Barat,Bekasi - Kota,Bekasi Selatan,Marga Jaya,17141
578,Jawa Barat,Bekasi - Kota,Bekasi Selatan,Kayuringin Jaya,17144
579,Jawa Barat,Bekasi - Kota,Bekasi Barat,Bintara Jaya,17136
580,Jawa Barat,Bekasi - Kota,Bekasi Barat,Bintara,17134
581,Jawa Barat,Bekasi - Kota,Bekasi Barat,Kranji,17135
582,Jawa Barat,Bekasi - Kota,Bekasi Barat,Kota Baru,17133
583,Jawa Barat,Bekasi - Kota,Bekasi Barat,Jaka Sampurna,17145
584,Jawa Barat,Bekasi - Kota,Medan Satria,Harapan Mulya,17143
585,Jawa Barat,Bekasi - Kota,Medan Satria,Kali Baru,17133
586,Jawa Barat,Bekasi - Kota,Medan Satria,Medan Satria,17132
587,Jawa Barat,Bekasi - Kota,Medan Satria,Pejuang,17131
588,Jawa Barat,Bekasi - Kota,Bekasi Utara,Harapan Jaya,17124
589,Jawa Barat,Bekasi - Kota,Bekasi Utara,Kaliabang Tengah,17125
590,Jawa Barat,Bekasi - Kota,Bekasi Utara,Perwira,17122
591,Jawa Barat,Bekasi - Kota,Bekasi Utara,Harapan Baru,17123
592,Jawa Barat,Bekasi - Kota,Bekasi Utara,Teluk Pucung,17121
593,Jawa Barat,Bekasi - Kota,Bekasi Utara,Marga Mulya,17142
594,Jawa Barat,Depok,Sawangan,Pengasinan,16518
595,Jawa Barat,Depok,Sawangan,Bedahan,16519
596,Jawa Barat,Depok,Sawangan,Pasir Putih,16519
597,Jawa Barat,Depok,Sawangan,Sawangan Baru,16511
598,Jawa Barat,Depok,Sawangan,Sawangan Lama,16511
599,Jawa Barat,Depok,Sawangan,Kedaung,16516
600,Jawa Barat,Depok,Sawangan,Cinangka,16516
601,Jawa Barat,Depok,Bojongsari,Duren Seribu,16518
602,Jawa Barat,Depok,Bojongsari,Duren Mekar,16518
603,Jawa Barat,Depok,Bojongsari,Bojongsari Lama,16516
604,Jawa Barat,Depok,Bojongsari,Bojongsari Baru,16516
605,Jawa Barat,Depok,Bojongsari,Curug,16517
606,Jawa Barat,Depok,Bojongsari,Pondok Petir,16517
607,Jawa Barat,Depok,Bojongsari,Serua,16517
608,Jawa Barat,Depok,Pancoran Mas,Rangkapanjaya Baru,16434
609,Jawa Barat,Depok,Pancoran Mas,Rangkapanjaya,16435
610,Jawa Barat,Depok,Pancoran Mas,Mampang,16433
611,Jawa Barat,Depok,Pancoran Mas,Pancoran Mas,16436
612,Jawa Barat,Depok,Pancoran Mas,Depok Jaya,16432
613,Jawa Barat,Depok,Pancoran Mas,Depok,16431
614,Jawa Barat,Depok,Cipayung,Cipayung Jaya,16437
615,Jawa Barat,Depok,Cipayung,Bojong Pondok Terong,16436
616,Jawa Barat,Depok,Cipayung,Pondok Jaya,16438
617,Jawa Barat,Depok,Cipayung,Ratu Jaya,16439
618,Jawa Barat,Depok,Cipayung,Cipayung,16437
619,Jawa Barat,Depok,Sukmajaya,Sukmajaya,16412
620,Jawa Barat,Depok,Sukmajaya,Tirtajaya,16412
621,Jawa Barat,Depok,Sukmajaya,Mekarjaya,16411
622,Jawa Barat,Depok,Sukmajaya,Abadijaya,16417
623,Jawa Barat,Depok,Sukmajaya,Baktijaya,16418
624,Jawa Barat,Depok,Sukmajaya,Cisalak,16416
625,Jawa Barat,Depok,Cilodong,Kalimulya,16413
626,Jawa Barat,Depok,Cilodong,Jatimulya,16413
627,Jawa Barat,Depok,Cilodong,Kalibaru,16414
628,Jawa Barat,Depok,Cilodong,Cilodong,16414
629,Jawa Barat,Depok,Cilodong,Sukamaju,16415
630,Jawa Barat,Depok,Cimanggis,Curug,16453
631,Jawa Barat,Depok,Cimanggis,Harjamukti,16454
632,Jawa Barat,Depok,Cimanggis,Cisalak Pasar,16452
633,Jawa Barat,Depok,Cimanggis,Mekarsari,16452
634,Jawa Barat,Depok,Cimanggis,Tugu,16451
635,Jawa Barat,Depok,Cimanggis,Pasir Gunung Selatan,16451
636,Jawa Barat,Depok,Tapos,Cilangkap,16458
637,Jawa Barat,Depok,Tapos,Cimpaeun,16459
638,Jawa Barat,Depok,Tapos,Tapos,16457
639,Jawa Barat,Depok,Tapos,Leuwinanggung,16456
640,Jawa Barat,Depok,Tapos,Jatijajar,16451
641,Jawa Barat,Depok,Tapos,Sukamaju Baru,16455
642,Jawa Barat,Depok,Tapos,Sukatani,16454
643,Jawa Barat,Depok,Beji,Beji,16421
644,Jawa Barat,Depok,Beji,Beji Timur,16422
645,Jawa Barat,Depok,Beji,Kemiri Muka,16423
646,Jawa Barat,Depok,Beji,Pondok Cina,16424
647,Jawa Barat,Depok,Beji,Kukusan,16425
648,Jawa Barat,Depok,Beji,Tanah Baru,16426
649,Jawa Barat,Depok,Limo,Meruyung,16515
650,Jawa Barat,Depok,Limo,Grogol,16512
651,Jawa Barat,Depok,Limo,Krukut,16512
652,Jawa Barat,Depok,Limo,Limo,16515
655,Jawa Barat,Depok,Cinere,Pangkalan Jati Baru,16513
656,Jawa Barat,Depok,Cinere,Pangkalan Jati,16513
657,Jawa Barat,Cimahi,Cimahi Selatan,Melong,40534
658,Jawa Barat,Cimahi,Cimahi Selatan,Cibeureum,40535
659,Jawa Barat,Cimahi,Cimahi Selatan,Utama,40533
660,Jawa Barat,Cimahi,Cimahi Selatan,Leuwigajah,40532
661,Jawa Barat,Cimahi,Cimahi Selatan,Cibeber,40531
662,Jawa Barat,Cimahi,Cimahi Tengah,Baros,40521
663,Jawa Barat,Cimahi,Cimahi Tengah,Cigugur Tengah,40522
664,Jawa Barat,Cimahi,Cimahi Tengah,Karangmekar,40523
665,Jawa Barat,Cimahi,Cimahi Tengah,Setiamanah,40524
666,Jawa Barat,Cimahi,Cimahi Tengah,Padasuka,40526
667,Jawa Barat,Cimahi,Cimahi Tengah,Cimahi,40525
668,Jawa Barat,Cimahi,Cimahi Utara,Pasirkaliki,40514
669,Jawa Barat,Cimahi,Cimahi Utara,Cibabat,40513
670,Jawa Barat,Cimahi,Cimahi Utara,Citeureup,40512
671,Jawa Barat,Cimahi,Cimahi Utara,Cipageran,40511
672,Jawa Barat,Tasikmalaya - Kota,Kawalu,Leuwiliang,46182
673,Jawa Barat,Tasikmalaya - Kota,Kawalu,Urug,46182
674,Jawa Barat,Tasikmalaya - Kota,Kawalu,Gunungtandala,46182
675,Jawa Barat,Tasikmalaya - Kota,Kawalu,Gununggede,46182
676,Jawa Barat,Tasikmalaya - Kota,Kawalu,Talagasari,46182
677,Jawa Barat,Tasikmalaya - Kota,Kawalu,Tanjung,46182
678,Jawa Barat,Tasikmalaya - Kota,Kawalu,Cibeuti,46182
679,Jawa Barat,Tasikmalaya - Kota,Kawalu,Karanganyar,46182
680,Jawa Barat,Tasikmalaya - Kota,Kawalu,Cilamajang,46182
681,Jawa Barat,Tasikmalaya - Kota,Kawalu,Karsamenak,46182
682,Jawa Barat,Tasikmalaya - Kota,Tamansari,Setiamulya,46196
683,Jawa Barat,Tasikmalaya - Kota,Tamansari,Setiawargi,46196
684,Jawa Barat,Tasikmalaya - Kota,Tamansari,Tamansari,46196
685,Jawa Barat,Tasikmalaya - Kota,Tamansari,Tamanjaya,46196
686,Jawa Barat,Tasikmalaya - Kota,Tamansari,Mulyasari,46196
687,Jawa Barat,Tasikmalaya - Kota,Tamansari,Sukahurip,46196
688,Jawa Barat,Tasikmalaya - Kota,Tamansari,Mugarsari,46196
689,Jawa Barat,Tasikmalaya - Kota,Tamansari,Sumelap,46196
690,Jawa Barat,Tasikmalaya - Kota,Cibeureum,Ciherang,46416
691,Jawa Barat,Tasikmalaya - Kota,Cibeureum,Ciakar,46196
692,Jawa Barat,Tasikmalaya - Kota,Cibeureum,Margabakti,46196
693,Jawa Barat,Tasikmalaya - Kota,Cibeureum,Awipari,46196
694,Jawa Barat,Tasikmalaya - Kota,Cibeureum,Kotabaru,46196
695,Jawa Barat,Tasikmalaya - Kota,Cibeureum,Kersanagara,46196
696,Jawa Barat,Tasikmalaya - Kota,Cibeureum,Setiajaya,46196
697,Jawa Barat,Tasikmalaya - Kota,Cibeureum,Setiaratu,46196
698,Jawa Barat,Tasikmalaya - Kota,Cibeureum,Setianagara,46196
699,Jawa Barat,Tasikmalaya - Kota,Purbaratu,Sukanagara,46196
700,Jawa Barat,Tasikmalaya - Kota,Purbaratu,Sukamenak,46196
701,Jawa Barat,Tasikmalaya - Kota,Purbaratu,Purbaratu,46196
702,Jawa Barat,Tasikmalaya - Kota,Purbaratu,Sukaasih,46196
703,Jawa Barat,Tasikmalaya - Kota,Purbaratu,Sukajaya,46196
704,Jawa Barat,Tasikmalaya - Kota,Purbaratu,Singkup,46196
705,Jawa Barat,Tasikmalaya - Kota,Tawang,Kahuripan,46115
706,Jawa Barat,Tasikmalaya - Kota,Tawang,Cikalang,46114
707,Jawa Barat,Tasikmalaya - Kota,Tawang,Empangsari,46113
708,Jawa Barat,Tasikmalaya - Kota,Tawang,Tawangsari,46112
709,Jawa Barat,Tasikmalaya - Kota,Tawang,Lengkongsari,46111
710,Jawa Barat,Tasikmalaya - Kota,Cihideung,Tugujaya,46126
711,Jawa Barat,Tasikmalaya - Kota,Cihideung,Tuguraja,46125
712,Jawa Barat,Tasikmalaya - Kota,Cihideung,Nagarawangi,46124
713,Jawa Barat,Tasikmalaya - Kota,Cihideung,Yudanagara,46121
714,Jawa Barat,Tasikmalaya - Kota,Cihideung,Cilembang,46123
715,Jawa Barat,Tasikmalaya - Kota,Cihideung,Argasari,46122
716,Jawa Barat,Tasikmalaya - Kota,Mangkubumi,Karikil,46181
717,Jawa Barat,Tasikmalaya - Kota,Mangkubumi,Cigantang,46181
718,Jawa Barat,Tasikmalaya - Kota,Mangkubumi,Sambongjaya,46181
719,Jawa Barat,Tasikmalaya - Kota,Mangkubumi,Sambongpari,46181
720,Jawa Barat,Tasikmalaya - Kota,Mangkubumi,Linggajaya,46181
721,Jawa Barat,Tasikmalaya - Kota,Mangkubumi,Mangkubumi,46181
722,Jawa Barat,Tasikmalaya - Kota,Mangkubumi,Cipari,46181
723,Jawa Barat,Tasikmalaya - Kota,Mangkubumi,Cipawitra,46181
724,Jawa Barat,Tasikmalaya - Kota,Indihiang,Panyingkiran,46411
725,Jawa Barat,Tasikmalaya - Kota,Indihiang,Parakannyasag,46151
726,Jawa Barat,Tasikmalaya - Kota,Indihiang,Sirnagalih,46151
727,Jawa Barat,Tasikmalaya - Kota,Indihiang,Indihiang,46151
728,Jawa Barat,Tasikmalaya - Kota,Indihiang,Sukamajukidul,46151
729,Jawa Barat,Tasikmalaya - Kota,Indihiang,Sukamajukaler,46151
730,Jawa Barat,Tasikmalaya - Kota,Bungursari,Sukamulya,46151
731,Jawa Barat,Tasikmalaya - Kota,Bungursari,Sukarindik,46151
732,Jawa Barat,Tasikmalaya - Kota,Bungursari,Bungursari,46151
733,Jawa Barat,Tasikmalaya - Kota,Bungursari,Sukajaya,46151
734,Jawa Barat,Tasikmalaya - Kota,Bungursari,Cibunigeulis,46151
735,Jawa Barat,Tasikmalaya - Kota,Bungursari,Bantarsari,46151
736,Jawa Barat,Tasikmalaya - Kota,Bungursari,Sukalaksana,46151
737,Jawa Barat,Tasikmalaya - Kota,Cipedes,Panglayungan,46134
738,Jawa Barat,Tasikmalaya - Kota,Cipedes,Cipedes,46133
739,Jawa Barat,Tasikmalaya - Kota,Cipedes,Nagarasari,46132
740,Jawa Barat,Tasikmalaya - Kota,Cipedes,Sukamanah,46131
741,Jawa Barat,Banjar,Banjar,Situbatu,46314
742,Jawa Barat,Banjar,Banjar,Neglasari,46315
743,Jawa Barat,Banjar,Banjar,Cibeureum,46313
744,Jawa Barat,Banjar,Banjar,Balokang,46312
745,Jawa Barat,Banjar,Banjar,Banjar,46311
746,Jawa Barat,Banjar,Banjar,Mekarsari,46321
747,Jawa Barat,Banjar,Banjar,Jajawar,46317
748,Jawa Barat,Banjar,Purwaharja,Purwaharja,46331
